,year,month,title
64,2023,11,BoE's Pill says bank must hold firm in battle against inflation -FT
65,2023,11,Thailand offers 10-year visas for investors in industrial east
66,2023,11,Bank of England economist supports firm stance on inflation
67,2023,11,Explainer-What deals can shoppers find this Black Friday?
68,2023,11,"Uruguay, China agree to pursue bilateral trade pact as well as Mercosur deal"
69,2023,11,UK faces £64 billion surge in inflation-linked debt costs
70,2023,11,Marketmind: Caution prevails as Gaza truce begins
71,2023,11,"Bangladesh central bank set for $1.1 billion IMF, ADB boost in December"
72,2023,11,Japan Oct industrial output seen rising but Toyota disruptions will weigh- Reuters poll
73,2023,11,Japanese inflation picks up as BOJ pivot bets grow
74,2023,11,RBI launches retail platform for government securities and bonds
75,2023,11,China hopes Russia will provide policy support to Chinese auto firms - Chinese state media
76,2023,11,Pound hits ten-week high on upbeat UK PMI data
77,2023,11,Gold price holds steady as dollar index weakens
78,2023,11,UK consumer confidence jumps despite lingering inflation pain
79,2023,11,"New Ecuador president Noboa pledges reforms to reduce violence, create jobs"
80,2023,11,New Zealand Q3 retail sales defy expectations with zero percent change
81,2023,11,Marketmind: Japan CPI to light up dulled Thanksgiving trade
82,2023,11,"Italy needs to get tougher on debt, deficit -IMF's Georgieva"
83,2023,11,TransUnion Philippines highlights Filipino financial prudence amid economic pressure
84,2023,11,Argentina central bank debates rate hike but holds off for now -source
85,2023,11,Bank of India approves Rs 223 crore in loans at Lucknow event
86,2023,11,RBI norms push fintech firms towards secured lending
87,2023,11,UK Government launches £130m fund for Wales SMEs
88,2023,11,"Riksbank holds first policy meeting outside Stockholm, maintains rates"
89,2023,11,Israel's economic growth to slow to 2% in 2023 due to war -finance ministry
90,2023,11,Americans celebrate Thanksgiving on edge over war in Gaza
91,2023,11,ECB's Makhlouf suggests further rate hikes may be near limit
92,2023,11,EU executive approves 900 million euros in funds for Hungary
93,2023,11,US clean energy tax credit market flourishes under Biden's climate law
94,2023,11,Analysis-Britain's Black Friday shoppers go second-hand in hunt for value
95,2023,11,"UK voters face 'living standards disaster', think tank says"
96,2023,11,"ECB signals commitment to rate adjustments, sees inflation at target by 2025"
97,2023,11,"UK manufacturing and services PMIs beat forecasts, pound rallies"
98,2023,11,Bangladesh secures $1.1 billion in World Bank deals for growth
99,2023,11,"ECB must resist urge to cut rates early, Bundesbank chief says"
100,2023,11,EBRD invests €9 million in North Macedonia's green and youth projects
101,2023,11,Russia's sanctioned Sovcombank requests US licence to make UN climate payments
102,2023,11,Cambodia's GDP growth forecast adjusted to 5.4% amid global challenges
103,2023,11,"Turkey central bank hikes rate sharply, sees peak soon"
104,2023,11,Turkey central bank ramps up interest rates to 40%
105,2023,11,Bank of Israel to keep rates on hold again as war continues
106,2023,11,German economic data boosts euro against dollar
107,2023,11,Explainer-Global fossil fuel subsidies on the rise despite calls for phase-out
108,2023,11,OECD: German budget crisis could slow down EU economy
109,2023,11,"South Korea to test digital currency with 100,000 users in Q4 2024"
110,2023,11,"Bundesbank flags credit risk in real estate, cautions on rate hikes"
111,2023,11,Vietnam sets higher transaction reporting threshold to combat money laundering
112,2023,11,"Swedish Riksbank holds rates steady, threatened hike in 2024 seen unlikely"
113,2023,11,Turkey's clothing makers face rising costs from push to help textile sector
114,2023,11,"In Quito and Harare, advice and warnings about dollarization for Argentina"
115,2023,11,"German budget hole puts industry at risk, steel sector warns"
116,2023,11,"Crude losses deepen, U.S. retailers' holiday worries - what's moving markets"
117,2023,11,"Germany financial sector facing dark clouds, Bundesbank warns"
118,2023,11,"Riksbank holds rate at 4%, signals potential future hikes amid inflation"
119,2023,11,India's finance minister supports RBI's cautious approach to loan growth
120,2023,11,South Africa's economy loses 10% of GDP annually to crime
121,2023,11,"Digital payments overtake cash during Diwali, RBI data reflects a shift"
122,2023,11,Nigeria faces renewed naira shortage despite central bank claims
123,2023,11,Nearly 10 million Iranians fall into poverty amid sanctions and oil volatility
124,2023,11,"UK budget winners and losers: the pound, bonds and brewers"
125,2023,11,RBI's new risk weight norms may lead to higher borrowing rates
126,2023,11,UK debt chief says demand back after mini-budget debacle
127,2023,11,Thai economy in 'crisis' and needs major stimulus - PM
128,2023,11,China launches social security fund-backed $707 million investment fund in Shanghai
129,2023,11,Gold prices retreat as U.S. dollar strengthens and yields rise
130,2023,11,"SBA loans surpass $27.5 billion, fueling small business growth"
131,2023,11,"Australia's economic indicators hit multi-year lows, AUD remains stable"
132,2023,11,"A Thanksgiving tradition returns: busy roads, crowded airports"
133,2023,11,Fannie Mae forecasts housing market rebound after current slump
134,2023,11,US lawmakers ask SEC to scrutinize Musk comments on Neuralink
135,2023,11,"Cuban ministers reveal details of food, fuel shortages amid economic crisis"
136,2023,11,"Bank of Canada says rates may be at peak, excess demand now gone"
137,2023,11,"Fannie Mae projects mild recession in 2024, recovery by 2025"
138,2023,11,ECB nears terminal rate; Nagel confident in eurozone economy
139,2023,11,"Brazil's govt 2023 primary deficit forecast deteriorates, approaching fiscal target"
140,2023,11,Bangladesh garment workers' unions demand higher minimum wage
141,2023,11,"ECB's Nagel: rates at peak or close, rules out hard landing"
142,2023,11,'There's no money': Argentina's Milei doubles down on economic shock therapy
143,2023,11,Germany shelves 2024 budget talks as crisis deepens
144,2023,11,Explainer-What is Black Friday? And will shoppers find bargains this year?
145,2023,11,US mortgage interest rates fall to two-month low
146,2023,11,Bank of Canada signals rates restrictive enough as demand eases
147,2023,11,"With eye on election, UK's Hunt cuts taxes in bid to boost economy"
148,2023,11,Federal Reserve's interest rate hikes tame inflation from peak to 3%
149,2023,11,"Hit by war, Israelis defer loan repayments in October -banks regulator"
150,2023,11,ECB member urges bond alignment with EU climate goals
151,2023,11,UK's Hunt to cut National Insurance rate in boost for millions of workers
152,2023,11,U.K. economic outlook improves as debt peaks and GDP growth revised up
153,2023,11,UK Chancellor outlines fiscal strategy amid economic challenges
154,2023,11,Polish truckers' strike costs Ukrainian exporters UAH 1 million daily
155,2023,11,NCLAT sets December 11 hearing for SBI and JKC dispute
156,2023,11,Himachal Pradesh aims to boost revenue by Rs. 1100 crore with fiscal reforms
157,2023,11,UK budget watchdog revises down medium-term growth potential
158,2023,11,US durable goods orders fall on weakness in transportation equipment sector
159,2023,11,US new vehicle sales to rise in November on strong demand - report
160,2023,11,EU lawmakers approve New Zealand trade deal to end hiatus
161,2023,11,Bank of Canada may cut rates in Q2 2024 amid inflation ease - Desjardins
162,2023,11,EBRD forecasts over €2.5 billion investment in Turkey for 2023
163,2023,11,Economic models buckle under strain of climate reality
164,2023,11,ECB's Centeno sees conditions to reverse rate cycle 'in the near future'
165,2023,11,Factbox-Global economy to slow down but likely avoid recession in 2024
166,2023,11,UK announces tax cuts and benefit hikes in new economic plan
167,2023,11,Why is Germany's budget in crisis and what are the implications?
168,2023,11,German court ruling could cost Intel billions of euros in subsidies - state minister
169,2023,11,IMF forecasts Qatar's economy to grow post-World Cup
170,2023,11,ECB warns of economic strains amid high-interest rates and geopolitical tensions
171,2023,11,Russia's budget deficit seen at around 1% of GDP this year -finance minister
172,2023,11,"Altman to return as OpenAI CEO, Nvidia's China warning - what's moving markets"
173,2023,11,UK farmers face rising costs and food inflation amid energy challenges
174,2023,11,SEB survey shows majority expect Riksbank to hike rate to 4.25%
175,2023,11,RBA Governor signals more rate hikes amid inflation and strong demand
176,2023,11,IMF praises Sri Lanka's debt management with China's Exim Bank
177,2023,11,More global central banks shift to rate cuts than hikes amid recession concerns - Deutsche Bank
178,2023,11,Aon survey highlights cyber threats as top global business risk
179,2023,11,RBI governor stresses prudent lending and financial stability
180,2023,11,Indian tax authorities crack down on e-tailer tax evasion
181,2023,11,ECB warns banks of fines over poor climate risk management
182,2023,11,China reaffirms commitment to foreign investment amid declining inflows
183,2023,11,IMF director stresses importance of CBDCs for global finance
184,2023,11,Barclays forecasts Fed to stand pat on rates in January
185,2023,11,India's GDP forecast to grow 6.5% in FY24-25 amid pre-election spending
186,2023,11,"BOJ to end negative interest rates in 2024, over 80% of economists say - Reuters poll"
187,2023,11,"Exclusive-China govt advisers call for steady growth target in 2024, more stimulus"
188,2023,11,Westpac leading index points to subdued Australian growth
189,2023,11,"Canada fiscal update sees higher deficits and debt, launches housing and green measures"
190,2023,11,Fed shifts into cautious policy mode as risks become more two-sided
191,2023,11,"Dutch candidates snipe, scramble for undecided voters in race to deliver PM"
192,2023,11,JPMorgan forecasts U.S. GDP growth and bond market rally in 2024
193,2023,11,Fed members support keeping rates at restrictive levels for some time: Fed minutes
194,2023,11,"Goldman Sachs execs see steeper Treasuries curve, softer demand"
195,2023,11,Toronto Dominion Bank selected as lead arranger for Mont Sorcier financing
196,2023,11,IDBI Bank launches recruitment drive for 2100 positions
197,2023,11,Zambia's troubled debt restructuring efforts
198,2023,11,Canadian inflation data and Fed insights sway market sentiment
199,2023,11,Germany freezes new spending commitments as budget woes deepen
200,2023,11,EU banks may face new legal risks under corporate sustainability rules
201,2023,11,UK lenders cut mortgage rates amid competitive market
202,2023,11,ECB maintains firm stance on inflation amid economic uncertainties
203,2023,11,"Euro zone to tighten fiscal policy in 2024, some still to spend too much -Commission"
204,2023,11,CD rates climb as Federal Reserve holds on rate hike
205,2023,11,Ann Prendergast named head of EMEA at State Street Global Advisors
206,2023,11,ECB's Lagarde warns against premature inflation celebration
207,2023,11,Rising US debt stokes calls in Congress for special fiscal commission
208,2023,11,Analysis-Scholz's coalition buckles but unlikely to break - for now
209,2023,11,U.K. government to unveil business investment growth plans amid Brexit challenges
210,2023,11,Federal Reserve signals possible rate hikes amid inflation concerns
211,2023,11,"Malaysia's October export contraction eases, beating forecasts"
212,2023,11,Canada's inflation cools in October with a sharp fall in gas prices
213,2023,11,ANZ predicts Federal Reserve to halt rate hikes amid inflation targets
214,2023,11,"IMF notes Grenada's economic growth driven by construction, tourism"
215,2023,11,Brazil's Lula wants to reach Mercosur-EU deal this year
216,2023,11,Japan small manufacturers' union demands record base pay rise
217,2023,11,Italy raises $1 billion from Monte dei Paschi's 25% stake sale
218,2023,11,Global inflation trends may affect Australian monetary policy
219,2023,11,"Russian business braces for more tax hikes, seeks predictability - lobby chief"
220,2023,11,IMF lauds Kazakhstan's economic growth and outlook in talks with PM
221,2023,11,Patriotic Millionaires UK project calls for wealth tax ahead of fiscal update
222,2023,11,Argentina President-elect Milei meets outgoing Fernandez after election win
223,2023,11,Economist calls for Fed to curb communication to stabilize markets
224,2023,11,Fed minutes release anticipated amid economic signals
225,2023,11,ECB says property slump could last years in threat to lenders
226,2023,11,The price of love: Three important money tips for caregivers
227,2023,11,Less than 30% of Japanese firms plan China expansion - survey
228,2023,11,South Africa secures $1.9 billion for energy transition plan
229,2023,11,ECB flags European banks' CRE risk amid interest rate hikes
230,2023,11,"Fed minutes ahead, Nvidia to report, OpenAI turmoil - what's moving markets"
231,2023,11,Analysis-Japan's inflation comeback prompts investors to tear up old playbooks
232,2023,11,Bank of England Governor signals potential for further rate hikes
233,2023,11,RBI member urges detailed financing for election promises ahead of 2024 vote
234,2023,11,"Bangladesh boosts Universal Pension Scheme contributions to Tk10,000"
235,2023,11,"Singapore adopts cautious AI policy, learns from crypto woes"
236,2023,11,Kenya to receive $12 billion World Bank package pending approval
237,2023,11,Zambia nears $184 million IMF tranche to bolster reforms
238,2023,11,"UK PM Sunak reportedly said 'just let people die', COVID inquiry hears"
239,2023,11,Bank Indonesia to maintain key rate at 6.00% until at least mid-2024: Reuters poll
240,2023,11,Germany considers suspending debt brake as coalition cracks show
241,2023,11,ECB rates to stay unchanged for next few quarters -Villeroy
242,2023,11,Fed officials signal potential for interest rate cuts by May
243,2023,11,Canada inflation to ease as energy and food prices fall - Analysts
244,2023,11,BoE Governor hints at further rate hikes amid high food inflation
245,2023,11,Fed Official highlights economic growth and inflation challenges
246,2023,11,Chinese financial watchdog warns of risks as Premier Li takes helm
247,2023,11,"Argentina's next president Milei must tame inflation, turn around economy"
248,2023,11,Spain to increase mortgage relief threshold amid economic challenges
249,2023,11,Zambia dealt major setback as official creditors object to bond deal
250,2023,11,Factbox-German budget crisis tests limits of its 'debt brake'
251,2023,11,US consumer credit applications drop amid rising borrowing costs
252,2023,11,EBRD launches €100 million fund for young entrepreneurs in Morocco
253,2023,11,Ecobank and AGF ink $200 million deal to boost African SMEs
254,2023,11,Factbox-Governments race to regulate AI tools
255,2023,11,EU-Mercosur talks speed up before Milei takes office -trade experts
256,2023,11,Bank of Spain Governor sees no need to extend mortgage support
257,2023,11,Malaysia and Singapore launch real-time payment link for easier transfers
258,2023,11,'Premature' to start talking about interest rate cuts - ECB's De Cos
259,2023,11,"China wants more investment from French firms, Xi tells Macron"
260,2023,11,IMF urges Pakistan to reassess development projects amid funding gap
261,2023,11,Millennials struggle with surging mortgage debt and high rates
262,2023,11,Scotiabank links high BoC rates to government spending
263,2023,11,"Issues over TikTok still unresolved, US Treasury Secretary Yellen says"
264,2023,11,IMF projects steady South Korea GDP growth through 2028
265,2023,11,Bank of Israel chief Yaron to stay on for second term
266,2023,11,"IMF cuts Pakistan's foreign debt needs to $25 billion, lowers growth forecast"
267,2023,11,"Spain PM Sanchez keeps Calvino, other senior ministers in cabinet"
268,2023,11,Bundesbank sees Germany's economy shrinking further in Q4
269,2023,11,"Germany heading for another poor quarter, ""arduous"" recovery: Bundesbank"
270,2023,11,IMF and China support Argentina's new president amid economic woes
271,2023,11,"Kenya partners with UNDP, World Bank to attract $10 billion FDI"
272,2023,11,"Thai PM 'very worried' about weak Q3 growth, plans more stimulus"
273,2023,11,"IMF, China ready to work with new Argentina leader Milei"
274,2023,11,"Microsoft hires Sam Altman, Cruise CEO resigns - what's moving markets"
275,2023,11,U.S. Treasury yields rise as markets anticipate Fed's next move
276,2023,11,Poor euro zone bank valuations seen a drag on credit growth: ECB
277,2023,11,Goldman Sachs predicts 6.2% GDP growth for India in FY24
278,2023,11,Analysis-Japan's back-to-back wage bonanza would open door for BOJ exit
279,2023,11,Labour's non-dom tax status plans raise relocation concerns among UK's wealthy
280,2023,11,"KfW Bank to fund India's ₹57,613-crore electric bus initiative"
281,2023,11,UK Chancellor set to revamp individual savings accounts this Wednesday
282,2023,11,Argentine libertarian Milei pledges new political era after election win
283,2023,11,RBI introduces new rules to curb rising consumer credit risk
284,2023,11,IMF urges South Korea to enact structural reforms to bolster growth
285,2023,11,Australian property prices surge despite high interest rates
286,2023,11,Analysts predict investment strategy shift amid geopolitical changes
287,2023,11,"China keeps lending benchmark rates unchanged, as expected"
288,2023,11,China leaves loan prime rate unchanged at record lows
289,2023,11,Sri Lanka central bank reshuffles amid economic crisis case
290,2023,11,"Exclusive-Germany, France and Italy reach agreement on future AI regulation"
291,2023,11,Germany boosts South Africa and Namibia's green energy projects with new investments
292,2023,11,UK's Hunt says won't implement tax cuts that fuel inflation
293,2023,11,Top 5 things to watch in markets in the week ahead
294,2023,11,"Factbox-APEC's 'San Francisco Principles' on sustainability, inclusiveness"
295,2023,11,SpaceX Starship launch failed minutes after reaching space
296,2023,11,US lawmakers urge scrutiny of SpaceX worker injuries after Reuters report
297,2023,11,"S Venkitaramanan, Ex-RBI Governor and Economic Reformer, Dies at 92"
298,2023,11,Commerzbank secures German crypto custody bank license
299,2023,11,Moody's lifts Italy's debt outlook to stable in boost for Meloni govt
300,2023,11,Germany's lower house of parliament approves Financing for the Future Act
301,2023,11,"China vows to support property sector, tackle local debt"
302,2023,11,Boston Fed's Collins: Remain optimistic in soft landing from inflation
303,2023,11,Analysis-Indo-Pacific trade deal prospects dim as 2024 US election year politics loom
304,2023,11,US lawmakers pressure FDIC chief over misconduct allegations
305,2023,11,Fed officials find a bit of Zen on way to next policy decision
306,2023,11,"Factbox-From Detroit Three to healthcare, US labor unions flex muscle"
307,2023,11,"US debt risks to become a 'fact of life' for investors, says Citi"
308,2023,11,"Fed Vice Chair Barr emphasizes swift regulatory response, FedNow integration"
309,2023,11,"Goldman Sachs sees steady rates into next year, ECB to trim PEPP"
310,2023,11,Tenth District service sector sees modest growth in November
311,2023,11,"DCC reaches five-year deal with Detroit casinos, ends strike"
312,2023,11,US lawmakers raise alarm over Binance's alleged link to terrorist financing
313,2023,11,Economic optimism clashes with young voters' sentiment on social media
314,2023,11,Explainer-What you need to know about Argentina's presidential election run-off
315,2023,11,ECB officials signal diverging stances on future rate cuts
316,2023,11,India sets sovereign gold bond redemption rate at ₹6076 per unit
317,2023,11,Fed officials highlight cautious policy approach amid labor market shifts
318,2023,11,Boston Fed's Collins signals potential interest rate hikes ahead
319,2023,11,Malaysia projects 4-5% GDP growth in 2023 amid robust consumption
320,2023,11,"US government spending bill extends farm programs, some nutrition aid"
321,2023,11,Fed's Collins: Not ready to say the rate hike cycle is over
322,2023,11,"US jobs data may be miscounting millions of 'gig' workers, research suggests"
323,2023,11,Fed's Barr says tougher capital plan would have limited impact on borrowing costs
324,2023,11,Italian debt markets sanguine ahead of Moody's ratings test
325,2023,11,"Brazil cenbank chief says external scenario has not affected FX, balance of risks"
326,2023,11,Fed's Goolsbee expects easing shelter inflation to seal path to 2%
327,2023,11,"FPCCI president applauds IMF SLA review success, seeks IMF exit plan"
328,2023,11,"Desjardins Group to end bankbook services, shifts to statements"
329,2023,11,ECB hawks push back on early rate cut bets
330,2023,11,Boston Fed president notes rise in prime-aged worker participation
331,2023,11,"US home construction rises amid inventory shortage, permits up"
332,2023,11,German budget blow triggers 2024 growth and jobs warnings
333,2023,11,UBS cautions on India equities amid inflated prices and El Nino risks
334,2023,11,Sally Cray named RBA Chief Communications Officer
335,2023,11,Richmond Fed President points to NIMBYism as housing crisis barrier
336,2023,11,Boston Fed's Collins: Central bank needs better view of full employment
337,2023,11,"US markets brace for potential Fed rate cuts in 2023, UK Chancellor to present Autumn Statement"
338,2023,11,Factbox-Special funds: how Germany gets round the debt brake
339,2023,11,PBF seeks 15% rebate on Pakistan exports to ease currency woes
340,2023,11,World Bank warns of economic impact of climate change on Kenya
341,2023,11,Argentina on a knife-edge as presidential election offers clashing visions of the future
342,2023,11,Singapore to pilot wholesale central bank digital currency in 2024
343,2023,11,Kenya set to receive $682 million IMF loan to bolster economy
344,2023,11,BoG clamps down on unauthorized forex transactions in Ghana
345,2023,11,Exclusive-German court ruling could hit growth next year - econ ministry source
346,2023,11,Take Five: Black Friday is (almost) here
347,2023,11,World Bank approves $500 million loan for Philippines disaster resilience
348,2023,11,EU regulators to challenge banks on loan provisioning
349,2023,11,"Gap's holiday season outlook, Alibaba slips in Hong Kong - what's moving markets"
350,2023,11,US and Philippines sign nuclear pact to boost clean energy and semiconductor supply chain
351,2023,11,China asks some lenders to cap interbank financing costs - sources
352,2023,11,"China raises concerns with US over export controls, sanctions, tariffs"
353,2023,11,Pakistan plans gas price hike and bond repayment amid IMF support
354,2023,11,SEB Research warns of unsustainable bond yields amid ECB narrative
355,2023,11,China expected to keep key lending rates unchanged next week
356,2023,11,Gang says ICBC paid ransom over hack that disrupted US Treasury market
357,2023,11,Fed leaders discuss employment and payments at key conferences
358,2023,11,Canadian borrowers benefit as fixed rates decline amid economic downturn
359,2023,11,NSW Government to appoint insurance monitor amid ESL reform plans
360,2023,11,"Kenya could lose up to 7.25% of GDP to climate change, World Bank says"
361,2023,11,BOJ will debate easy-policy exit when inflation nears target -Gov Ueda
362,2023,11,Fed's Williams touts need for more market data transparency
363,2023,11,France eyes cuts to business subsidies and healthcare spending
364,2023,11,Pressure mounts on FDIC chief to resign after sexual misconduct report
365,2023,11,Sergio Massa: Argentina economy chief charms voters with tax cuts and payouts
366,2023,11,Colombia creates biodiversity fund aiming to manage nearly $1 billion
367,2023,11,Goldman Sachs sees UK rate cuts possible in 2023 amid recession risks
368,2023,11,Japan poised to scrap quarterly report requirement for businesses -Nikkei Asia
369,2023,11,SpaceX delays Starship test flight a day over hardware swap
370,2023,11,"US bond market functioning well amid volatility, New York Fed's Perli says"
371,2023,11,IMF endorses $35 billion credit line for Mexico amid risks
372,2023,11,IMF approves $35 billion credit line for Mexico
373,2023,11,Column-High yield bond market may hold less junk than before: McGeever
374,2023,11,Billionaire Asness says he is 'more a bond guy' at this moment
375,2023,11,Exclusive-Three Fed governors tell US senator there is room to reduce balance sheet
376,2023,11,DBS Group outperforms Toronto-Dominion Bank in investment analysis
377,2023,11,Commercial International Bank secures $150 million EBRD loan
378,2023,11,Lloyds Bank to shut down Chiswick branch as online banking rises
379,2023,11,Fed Vice Chair flags hedge fund risk in Treasury market
380,2023,11,Biden removes sanctions from Chinese institute in push for fentanyl help
381,2023,11,Freddie Mac reports dip in mortgage rates amid lower inflation
382,2023,11,Lynx secures €17M for global expansion and fraud detection tech
383,2023,11,Ecobank and AGF sign $200 million agreement to boost African SMEs
384,2023,11,US House Speaker Johnson's 'honeymoon' ends as hardline Republicans rebel
385,2023,11,"Ukraine, Israel aid in limbo as US Congress beats shutdown deadline"
386,2023,11,EBRD plans €4 billion capital increase to support Ukraine
387,2023,11,30-year mortgage rates drop to 8-week low at 7.44%
388,2023,11,"Global debt edges to fresh record, populism could push it higher- IIF"
389,2023,11,Brazil to maintain target of zero fiscal deficit in 2024
390,2023,11,Fed Governor Lisa Cook cautions on economic outlook amid rate hike concerns
391,2023,11,"Fed's Cook says economic risks two-sided, 'soft landing' possible"
392,2023,11,German coalition faces difficult choices after budget hammerblow
393,2023,11,Philadelphia Fed index shows slight improvement amid mixed manufacturing signals
394,2023,11,Fed's Mester emphasizes need for policy flexibility amid inflation fight
395,2023,11,SBI chastised for legal action against deceased debtor
396,2023,11,ECB backs global rules for bonds wiped out in Credit Suisse rescue
397,2023,11,New York Fed officials call for greater data transparency
398,2023,11,"India's currency in circulation growth slows after RBI withdraws Rs 2,000 notes"
399,2023,11,"How budget ruling will affect German finances, coalition"
400,2023,11,Mexico eyes broader tax incentives to lure foreign investment-minister
401,2023,11,German government's court setback unlikely to impact EU fiscal rule reform
402,2023,11,Barclays joins mortgage rate battle with sub-5% offerings
403,2023,11,Canada Infrastructure Bank boosts EV charging network with $210M deal
404,2023,11,Deal on WTO reform by next ministerial meeting seen as 'hard': US envoy
405,2023,11,UK business leaders call for pension reforms to boost domestic investment
406,2023,11,"Emerging markets to gain from Fed easing, better growth prospects: Amundi's Berardi"
407,2023,11,"Oman recovering, IMF says, though more reforms required"
408,2023,11,IMF to boost Kenya with $938 million loan amid economic strains
409,2023,11,"RBI raises risk weights on consumer credit, making loans more expensive"
410,2023,11,CRDB Bank and Afreximbank sign $115 million investment deal
411,2023,11,Ghana's dollar bonds rally after debt relief announcement
412,2023,11,Global watchdog FSB to tackle funds' liquidity mismatch - Knot
413,2023,11,Berlin's renters face more misery as housing crisis deepens
414,2023,11,Factbox-Global economy to slow down but likely avoid recession in 2024
415,2023,11,Eurozone banks face cybersecurity crisis with soaring tech losses
416,2023,11,World Bank and Ethiopia vow to accelerate water and sanitation initiatives
417,2023,11,UBS expects bonds and stocks to rise in 2024 on U.S. soft landing
418,2023,11,Citi outlines Vietnam's economic rebound and challenges
419,2023,11,"Walmart to report, Biden-Xi meeting - what's moving markets"
420,2023,11,"Philippine central bank stays on hold, maintains hawkish tone"
421,2023,11,UK government extends freeport tax breaks to bolster economy
422,2023,11,EU fund classifications see limited upgrades despite regulatory clarifications
423,2023,11,Analysis-Argentina investors brace for financial pain no matter who wins presidency
424,2023,11,"Producer prices fall, inflation rate drops unexpectedly in November"
425,2023,11,"IMF approves $178 million loan for Malawi, currency depreciates by 30%"
426,2023,11,Santa's sleigh to be lighter as people buy fewer toys
427,2023,11,Fed officials to address financial stability and regulation at conferences
